id,URL,RUN_NAME,STATUS,ISP,RUN_TIME,IP_LOCATION,IP,ISP_SHORT
650,http://freeplaymp3songdownload.com,FIRST_RUN,BLOCKED,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 21:08:30,"India, Karnataka, Bangalore",103.227.96.80,ACT
651,http://freefundoo.com,FIRST_RUN,BLOCKED,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 21:08:32,"India, Karnataka, Bangalore",103.227.96.80,ACT
652,http://desijammers.com,FIRST_RUN,BLOCKED,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 21:08:33,"India, Karnataka, Bangalore",103.227.96.80,ACT
653,http://thenisai.com,FIRST_RUN,BLOCKED,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 21:08:36,"India, Karnataka, Bangalore",103.227.96.80,ACT
654,http://mp3feelings.com,FIRST_RUN,BLOCKED,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 21:08:38,"India, Karnataka, Bangalore",103.227.96.80,ACT
655,http://mazafm.com,FIRST_RUN,BLOCKED,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 21:08:40,"India, Karnataka, Bangalore",103.227.96.80,ACT
656,http://kjyesudas.com,FIRST_RUN,BLOCKED,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 21:08:42,"India, Karnataka, Bangalore",103.227.96.80,ACT
657,http://jaanfm.com,FIRST_RUN,BLOCKED,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 21:08:43,"India, Karnataka, Bangalore",103.227.96.80,ACT
658,http://gr8click.com,FIRST_RUN,BLOCKED,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 21:08:46,"India, Karnataka, Bangalore",103.227.96.80,ACT
659,http://funscrape.com,FIRST_RUN,BLOCKED,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 21:08:47,"India, Karnataka, Bangalore",103.227.96.80,ACT
660,http://chirkutonorkut.com,FIRST_RUN,BLOCKED,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 21:08:49,"India, Karnataka, Bangalore",103.227.96.80,ACT
661,http://tamilmaalai.com,FIRST_RUN,BLOCKED,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 21:08:51,"India, Karnataka, Bangalore",103.227.96.80,ACT
662,http://tamilkey.info,FIRST_RUN,BLOCKED,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 21:08:53,"India, Karnataka, Bangalore",103.227.96.80,ACT
663,http://vmusiq.com,FIRST_RUN,BLOCKED,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 21:08:54,"India, Karnataka, Bangalore",103.227.96.80,ACT
664,http://sevanthi.com,FIRST_RUN,BLOCKED,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 21:08:56,"India, Karnataka, Bangalore",103.227.96.80,ACT
665,http://tamilwire.com,FIRST_RUN,BLOCKED,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 21:08:58,"India, Karnataka, Bangalore",103.227.96.80,ACT
666,http://a2ztamilsongs.com,FIRST_RUN,BLOCKED,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 21:09:00,"India, Karnataka, Bangalore",103.227.96.80,ACT
667,http://mymaza.com,FIRST_RUN,BLOCKED,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 21:09:02,"India, Karnataka, Bangalore",103.227.96.80,ACT
668,http://germantamilan.com,FIRST_RUN,BLOCKED,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 21:09:04,"India, Karnataka, Bangalore",103.227.96.80,ACT
669,http://123music.mobi,FIRST_RUN,BLOCKED,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 21:09:06,"India, Karnataka, Bangalore",103.227.96.80,ACT
670,http://desiden.mobi,FIRST_RUN,BLOCKED,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 21:09:08,"India, Karnataka, Bangalore",103.227.96.80,ACT
671,http://longmpmobi,FIRST_RUN,"UNREACHABLE, RequestException",Atria Convergence Technologies Pvt. Ltd.,2015-01-02 21:09:09,"India, Karnataka, Bangalore",103.227.96.80,ACT
672,http://krazywap.com,FIRST_RUN,BLOCKED,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 21:09:12,"India, Karnataka, Bangalore",103.227.96.80,ACT
673,http://mobile-zon.com,FIRST_RUN,BLOCKED,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 21:09:14,"India, Karnataka, Bangalore",103.227.96.80,ACT
674,http://mympmobi,FIRST_RUN,"UNREACHABLE, RequestException",Atria Convergence Technologies Pvt. Ltd.,2015-01-02 21:09:16,"India, Karnataka, Bangalore",103.227.96.80,ACT
675,http://samwep.com,FIRST_RUN,BLOCKED,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 21:09:18,"India, Karnataka, Bangalore",103.227.96.80,ACT
676,http://spicyfm.com,FIRST_RUN,BLOCKED,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 21:09:20,"India, Karnataka, Bangalore",103.227.96.80,ACT
677,http://wapindia.net,FIRST_RUN,BLOCKED,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 21:09:21,"India, Karnataka, Bangalore",103.227.96.80,ACT
678,http://wapmaza.mobi,FIRST_RUN,BLOCKED,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 21:09:23,"India, Karnataka, Bangalore",103.227.96.80,ACT
679,http://waprocks.in,FIRST_RUN,BLOCKED,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 21:09:25,"India, Karnataka, Bangalore",103.227.96.80,ACT
680,http://mobidreamz.com,FIRST_RUN,BLOCKED,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 21:09:27,"India, Karnataka, Bangalore",103.227.96.80,ACT
681,http://waptamil.net,FIRST_RUN,BLOCKED,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 21:09:30,"India, Karnataka, Bangalore",103.227.96.80,ACT
682,http://zinkwap.com,FIRST_RUN,BLOCKED,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 21:09:32,"India, Karnataka, Bangalore",103.227.96.80,ACT
